author_id,created_at,text,tokens,filtered_tokens,stemmed_text,term,cluster
Satoyuyuu,2025-04-07T09:53:41.000Z,wallahi kenapa aku jadi WNI  #kaburajadulu has embraced,"wallahi, kenapa, aku, jadi, WNI, #, kaburajadulu, has, embraced","wallahi, WNI, #, kaburajadulu, has, embraced",wallahi kenapa aku jadi wni kaburajadulu has embraced,"wallahi,kenapa,aku,jadi,wni,kaburajadulu,has,embraced",0
ImperialistsL,2025-04-08T15:21:33.000Z,update: sekarang beneran lolos.  selangkah lebih dekat menuju #KaburAjaDulu,"update, :, sekarang, beneran, lolos, ., selangkah, lebih, dekat, menuju, #, KaburAjaDulu","update, :, beneran, lolos, ., selangkah, #, KaburAjaDulu",update sekarang beneran lolos selang lebih dekat tuju kaburajadulu,"update,sekarang,beneran,lolos,selang,lebih,dekat,tuju,kaburajadulu",1
author_id,created_at,text,text,text,text,text,0
MN_aliakbar,2025-03-31T15:32:50.000Z,"Yg berencana studi, bekerja, atau menetap di Norwegia #KaburAjaDulu, IATMI Norwegia dengan bangga menghadirkan Guidebook Diaspora Indonesia-Norwegia.  File bisa d akses disini: https://linkedin.com/posts/muhammad-nur-ali-akbar-7a84a65b_diaspora-guidebook-norwegia-activity-7312495387548815361-jDXH?utm_source=share&utm_medium=member_android&rcm=ACoAAAy1dvABRKBBt7Urnn1X70QIVhXb3GwA6Mo…","Yg, berencana, studi, ,, bekerja, ,, atau, menetap, di, Norwegia, #, KaburAjaDulu, ,, IATMI, Norwegia, dengan, bangga, menghadirkan, Guidebook, Diaspora, Indonesia-Norwegia, ., File, bisa, d, akses, disini, :, https, :, //linkedin.com/posts/muhammad-nur-ali-akbar-7a84a65b_diaspora-guidebook-norwegia-activity-7312495387548815361-jDXH, ?, utm_source=share, &, utm_medium=member_android, &, rcm=ACoAAAy1dvABRKBBt7Urnn1X70QIVhXb3GwA6Mo…","Yg, berencana, studi, ,, ,, menetap, Norwegia, #, KaburAjaDulu, ,, IATMI, Norwegia, bangga, menghadirkan, Guidebook, Diaspora, Indonesia-Norwegia, ., File, d, akses, :, https, :, //linkedin.com/posts/muhammad-nur-ali-akbar-7a84a65b_diaspora-guidebook-norwegia-activity-7312495387548815361-jDXH, ?, utm_source=share, &, utm_medium=member_android, &, rcm=ACoAAAy1dvABRKBBt7Urnn1X70QIVhXb3GwA6Mo…",yg rencana studi kerja atau tetap di norwegia kaburajadulu iatmi norwegia dengan bangga hadir guidebook diaspora indonesia-norwegia file bisa d akses sini https linkedin com posts muhammad-nur-ali-akbar-7a84a65b diaspora-guidebook-norwegia-activity-7312495387548815361-jdxh utm source share utm medium member android rcm acoaaay1dvabrkbbt7urnn1x70qivhxb3gwa6mo,"yg,rencana,studi,kerja,atau,tetap,di,norwegia,kaburajadulu,iatmi,norwegia,dengan,bangga,hadir,guidebook,diaspora,indonesia-norwegia,file,bisa,d,akses,sini,https,linkedin,com,posts,muhammad-nur-ali-akbar-7a84a65b,diaspora-guidebook-norwegia-activity-7312495387548815361-jdxh,utm,source,share,utm,medium,member,android,rcm,acoaaay1dvabrkbbt7urnn1x70qivhxb3gwa6mo",0
48_aiti48,2025-04-10T12:08:31.000Z,#Kaburajadulu,"#, Kaburajadulu","#, Kaburajadulu",kaburajadulu,kaburajadulu,1
txtfromIR,2025-03-31T03:12:31.000Z,Jakarta setelah semua warganya #KaburAjaDulu,"Jakarta, setelah, semua, warganya, #, KaburAjaDulu","Jakarta, warganya, #, KaburAjaDulu",jakarta telah semua warga kaburajadulu,"jakarta,telah,semua,warga,kaburajadulu",1
KADSocialHub,2025-03-23T13:05:46.000Z,21:00 #Belantik Tonight!,"21:00, #, Belantik, Tonight, !","21:00, #, Belantik, Tonight, !",21 00 belantik tonight,"21,00,belantik,tonight",1
KADSocialHub,2025-03-23T02:43:08.000Z,"YANG INII JUGA PERLU DI APRESIASI,  followers dia banyak jugaa","YANG, INII, JUGA, PERLU, DI, APRESIASI, ,, followers, dia, banyak, jugaa","INII, APRESIASI, ,, followers, jugaa",yang ini juga perlu di apresiasi followers dia banyak jugaa,"yang,ini,juga,perlu,di,apresiasi,followers,dia,banyak,jugaa",0
KADSocialHub,2025-03-21T12:54:41.000Z,panjang umur kreator2 yg tetap bersuara dimanapun dan apapun media kalian  huhu hanupis hatur nuhun pingsaaan ,"panjang, umur, kreator2, yg, tetap, bersuara, dimanapun, dan, apapun, media, kalian, huhu, hanupis, hatur, nuhun, pingsaaan","umur, kreator2, yg, bersuara, dimanapun, apapun, media, huhu, hanupis, hatur, nuhun, pingsaaan",panjang umur kreator2 yg tetap suara mana dan apa media kalian huhu hanupis hatur nuhun pingsaaan,"panjang,umur,kreator2,yg,tetap,suara,mana,dan,apa,media,kalian,huhu,hanupis,hatur,nuhun,pingsaaan",0
KADSocialHub,2025-03-23T07:00:04.000Z,"Memangnya Madilog masih serelevan itu di abad ke-21?   Memangnya ratusan tahun kemudian gak ada perkembangan filsafat yg mengkritik Madilog yg ditawarkan Tan Malaka?  Perlukah overglorifikasi ""Malaka"" ketika kita sudah masuk ke era post-positivism?   Saya kira jawabannya tidak.","Memangnya, Madilog, masih, serelevan, itu, di, abad, ke-21, ?, Memangnya, ratusan, tahun, kemudian, gak, ada, perkembangan, filsafat, yg, mengkritik, Madilog, yg, ditawarkan, Tan, Malaka, ?, Perlukah, overglorifikasi, ``, Malaka, '', ketika, kita, sudah, masuk, ke, era, post-positivism, ?, Saya, kira, jawabannya, tidak, .","Memangnya, Madilog, serelevan, abad, ke-21, ?, Memangnya, ratusan, gak, perkembangan, filsafat, yg, mengkritik, Madilog, yg, ditawarkan, Tan, Malaka, ?, overglorifikasi, ``, Malaka, '', masuk, era, post-positivism, ?, jawabannya, .",memang madilog masih relevan itu di abad ke-21 memang ratus tahun kemudian gak ada kembang filsafat yg kritik madilog yg tawar tan malaka perlu overglorifikasi malaka ketika kita sudah masuk ke era post-positivism saya kira jawab tidak,"memang,madilog,masih,relevan,itu,di,abad,ke-21,memang,ratus,tahun,kemudian,gak,ada,kembang,filsafat,yg,kritik,madilog,yg,tawar,tan,malaka,perlu,overglorifikasi,malaka,ketika,kita,sudah,masuk,ke,era,post-positivism,saya,kira,jawab,tidak",0
KADSocialHub,2025-03-21T01:52:27.000Z,"Ada yang ngasih saran lagi sebagai K-Popers. Mantep ini bjir apalagi berkaca dari kasus sugon vs army, udah bikin gue salut banget gimana organizenya K-Popers buat nyelang sugon. Sekarang, arahin bidikannya ke 3 orang influenser laknat ini ","Ada, yang, ngasih, saran, lagi, sebagai, K-Popers, ., Mantep, ini, bjir, apalagi, berkaca, dari, kasus, sugon, vs, army, ,, udah, bikin, gue, salut, banget, gimana, organizenya, K-Popers, buat, nyelang, sugon, ., Sekarang, ,, arahin, bidikannya, ke, 3, orang, influenser, laknat, ini","ngasih, saran, K-Popers, ., Mantep, bjir, berkaca, sugon, vs, army, ,, udah, bikin, gue, salut, banget, gimana, organizenya, K-Popers, nyelang, sugon, ., ,, arahin, bidikannya, 3, orang, influenser, laknat",ada yang ngasih saran lagi bagai k-popers mantep ini bjir apalagi kaca dari kasus sugon vs army udah bikin gue salut banget gimana organizenya k-popers buat nyelang sugon sekarang arahin bidik ke 3 orang influenser laknat ini,"ada,yang,ngasih,saran,lagi,bagai,k-popers,mantep,ini,bjir,apalagi,kaca,dari,kasus,sugon,vs,army,udah,bikin,gue,salut,banget,gimana,organizenya,k-popers,buat,nyelang,sugon,sekarang,arahin,bidik,ke,3,orang,influenser,laknat,ini",0
KADSocialHub,2025-03-20T21:35:28.000Z,"Buat metain ya? Yang gue pahamin sih : 1. Sosmed aktifnya Raffi dan Deddy itu Instagram. Jadi kalau lu adalah pengguna aktif tu sosmed, bisa enak banget buat full bacotin kolom komen IG mereka.  2. Tag akun brand besar yang kerjasama ama tu artis sambil marah-marah di IG","Buat, metain, ya, ?, Yang, gue, pahamin, sih, :, 1, ., Sosmed, aktifnya, Raffi, dan, Deddy, itu, Instagram, ., Jadi, kalau, lu, adalah, pengguna, aktif, tu, sosmed, ,, bisa, enak, banget, buat, full, bacotin, kolom, komen, IG, mereka, ., 2, ., Tag, akun, brand, besar, yang, kerjasama, ama, tu, artis, sambil, marah-marah, di, IG","metain, ya, ?, gue, pahamin, sih, :, 1, ., Sosmed, aktifnya, Raffi, Deddy, Instagram, ., lu, pengguna, aktif, tu, sosmed, ,, enak, banget, full, bacotin, kolom, komen, IG, ., 2, ., Tag, akun, brand, kerjasama, ama, tu, artis, marah-marah, IG",buat metain ya yang gue pahamin sih 1 sosmed aktif raffi dan deddy itu instagram jadi kalau lu adalah guna aktif tu sosmed bisa enak banget buat full bacotin kolom komen ig mereka 2 tag akun brand besar yang kerjasama ama tu artis sambil marah di ig,"buat,metain,ya,yang,gue,pahamin,sih,1,sosmed,aktif,raffi,dan,deddy,itu,instagram,jadi,kalau,lu,adalah,guna,aktif,tu,sosmed,bisa,enak,banget,buat,full,bacotin,kolom,komen,ig,mereka,2,tag,akun,brand,besar,yang,kerjasama,ama,tu,artis,sambil,marah,di,ig",0
KADSocialHub,2025-03-21T01:40:24.000Z,"Ayo para anak desain grafis bikinkan poster nya dari rangkuman twit di bawah ini, macam poster BDS atau poster tolak PPN ini","Ayo, para, anak, desain, grafis, bikinkan, poster, nya, dari, rangkuman, twit, di, bawah, ini, ,, macam, poster, BDS, atau, poster, tolak, PPN, ini","Ayo, anak, desain, grafis, bikinkan, poster, nya, rangkuman, twit, ,, poster, BDS, poster, tolak, PPN",ayo para anak desain grafis bikin poster nya dari rangkum twit di bawah ini macam poster bds atau poster tolak ppn ini,"ayo,para,anak,desain,grafis,bikin,poster,nya,dari,rangkum,twit,di,bawah,ini,macam,poster,bds,atau,poster,tolak,ppn,ini",0
KADSocialHub,2025-03-20T05:08:16.000Z,Indonesia passes controversial law expanding military’s role in governance,"Indonesia, passes, controversial, law, expanding, military, ’, s, role, in, governance","Indonesia, passes, controversial, law, expanding, military, ’, s, role, in, governance",indonesia passes controversial law expanding military s role in governance,"indonesia,passes,controversial,law,expanding,military,s,role,in,governance",1
KADSocialHub,2025-03-20T18:35:58.000Z,MEDIA INTERNASIONAL YANG MEMBERITAKAN AKSI #TolakRUUTNI  - A Thread -,"MEDIA, INTERNASIONAL, YANG, MEMBERITAKAN, AKSI, #, TolakRUUTNI, -, A, Thread, -","MEDIA, INTERNASIONAL, MEMBERITAKAN, AKSI, #, TolakRUUTNI, -, A, Thread, -",media internasional yang berita aksi tolakruutni - a thread -,"media,internasional,yang,berita,aksi,tolakruutni,-,a,thread,-",0
KADSocialHub,2025-03-20T04:57:05.000Z,"Hiii I'm an Indonesian looking for a Dutch or Japanese person to support my life in a new country! I want to escape this hell called Indonesia and I want you to be responsible to atone for your ancestors' sin by facilitating me, an Indonesian descent, to escape my country! /c","Hiii, I, 'm, an, Indonesian, looking, for, a, Dutch, or, Japanese, person, to, support, my, life, in, a, new, country, !, I, want, to, escape, this, hell, called, Indonesia, and, I, want, you, to, be, responsible, to, atone, for, your, ancestors, ', sin, by, facilitating, me, ,, an, Indonesian, descent, ,, to, escape, my, country, !, /c","Hiii, I, 'm, an, Indonesian, looking, for, a, Dutch, or, Japanese, person, to, support, my, life, in, a, new, country, !, I, want, to, escape, this, hell, called, Indonesia, and, I, want, you, to, be, responsible, to, atone, for, your, ancestors, ', sin, by, facilitating, me, ,, an, Indonesian, descent, ,, to, escape, my, country, !, /c",hiii i m an indonesian looking for a dutch or japanese person to support my life in a new country i want to escape this hell called indonesia and i want you to be responsible to atone for your ancestors sin by facilitating me an indonesian descent to escape my country c,"hiii,i,m,an,indonesian,looking,for,a,dutch,or,japanese,person,to,support,my,life,in,a,new,country,i,want,to,escape,this,hell,called,indonesia,and,i,want,you,to,be,responsible,to,atone,for,your,ancestors,sin,by,facilitating,me,an,indonesian,descent,to,escape,my,country,c",1
KADSocialHub,2025-03-20T15:00:15.000Z,Protests emerge in Indonesia over changes to the law that allow active-duty military officers to serve a dual role in government positions. Activists warn this could damage accountability.,"Protests, emerge, in, Indonesia, over, changes, to, the, law, that, allow, active-duty, military, officers, to, serve, a, dual, role, in, government, positions, ., Activists, warn, this, could, damage, accountability, .","Protests, emerge, in, Indonesia, over, changes, to, the, law, that, allow, active-duty, military, officers, to, serve, a, dual, role, in, government, positions, ., Activists, warn, this, could, damage, accountability, .",protests emerge in indonesia over changes to the law that allow active-duty military officers to serve a dual role in government positions activists warn this could damage accountability,"protests,emerge,in,indonesia,over,changes,to,the,law,that,allow,active-duty,military,officers,to,serve,a,dual,role,in,government,positions,activists,warn,this,could,damage,accountability",1
KADSocialHub,2025-03-20T01:54:09.000Z,Menghadapi rakyat yang beda pendapat aja udah kayak mau perang,"Menghadapi, rakyat, yang, beda, pendapat, aja, udah, kayak, mau, perang","Menghadapi, rakyat, beda, pendapat, aja, udah, kayak, perang",hadap rakyat yang beda dapat aja udah kayak mau perang,"hadap,rakyat,yang,beda,dapat,aja,udah,kayak,mau,perang",0
KADSocialHub,2025-03-20T05:26:41.000Z,Stay safe teman teman perempuan ku… indonesia dibawah kuasa militer alias org org patriarki dan misoginis…,"Stay, safe, teman, teman, perempuan, ku…, indonesia, dibawah, kuasa, militer, alias, org, org, patriarki, dan, misoginis…","Stay, safe, teman, teman, perempuan, ku…, indonesia, dibawah, kuasa, militer, alias, org, org, patriarki, misoginis…",stay safe teman teman perempuan ku indonesia bawah kuasa militer alias org org patriark dan misoginis,"stay,safe,teman,teman,perempuan,ku,indonesia,bawah,kuasa,militer,alias,org,org,patriark,dan,misoginis",0
KADSocialHub,2025-03-20T15:34:43.000Z,MASUK MEDIA TAIWAN COYY!,"MASUK, MEDIA, TAIWAN, COYY, !","MASUK, MEDIA, TAIWAN, COYY, !",masuk media taiwan coyy,"masuk,media,taiwan,coyy",0
KADSocialHub,2025-03-20T14:23:56.000Z,"Untuk kawan kawan yang sanak saudara saudari atau kerabat kawannya hilang, boleh reply disini ya, nanti kita coba telusuri segera","Untuk, kawan, kawan, yang, sanak, saudara, saudari, atau, kerabat, kawannya, hilang, ,, boleh, reply, disini, ya, ,, nanti, kita, coba, telusuri, segera","kawan, kawan, sanak, saudara, saudari, kerabat, kawannya, hilang, ,, reply, ya, ,, coba, telusuri",untuk kawan kawan yang sanak saudara saudari atau kerabat kawan hilang boleh reply sini ya nanti kita coba telusur segera,"untuk,kawan,kawan,yang,sanak,saudara,saudari,atau,kerabat,kawan,hilang,boleh,reply,sini,ya,nanti,kita,coba,telusur,segera",0
KADSocialHub,2025-03-20T16:21:48.000Z,We're looking for contributors! Preparing to launch our website!,"We, 're, looking, for, contributors, !, Preparing, to, launch, our, website, !","We, 're, looking, for, contributors, !, Preparing, to, launch, our, website, !",we re looking for contributors preparing to launch our website,"we,re,looking,for,contributors,preparing,to,launch,our,website",1
KADSocialHub,2025-03-14T11:20:44.000Z,"Tomorrow, with our guest Kenni Gandira  ""Thriving In The Land Of White Elephant""  Live @ http://discord.gg/kaburajadulu","Tomorrow, ,, with, our, guest, Kenni, Gandira, ``, Thriving, In, The, Land, Of, White, Elephant, '', Live, @, http, :, //discord.gg/kaburajadulu","Tomorrow, ,, with, our, guest, Kenni, Gandira, ``, Thriving, In, The, Land, Of, White, Elephant, '', Live, @, http, :, //discord.gg/kaburajadulu",tomorrow with our guest kenni gandira thriving in the land of white elephant live http discord gg kaburajadulu,"tomorrow,with,our,guest,kenni,gandira,thriving,in,the,land,of,white,elephant,live,http,discord,gg,kaburajadulu",1
KADSocialHub,2025-03-14T10:36:38.000Z,How is it? Gimana kalo misalnya #CeritaAjaDulu lagi minggu ini ,"How, is, it, ?, Gimana, kalo, misalnya, #, CeritaAjaDulu, lagi, minggu, ini","How, is, it, ?, Gimana, kalo, #, CeritaAjaDulu, minggu",how is it gimana kalo misal ceritaajadulu lagi minggu ini,"how,is,it,gimana,kalo,misal,ceritaajadulu,lagi,minggu,ini",0
KADSocialHub,2025-03-07T16:37:39.000Z,誰がおきますか？,誰がおきますか？,誰がおきますか？,,,0
KADSocialHub,2025-03-07T14:50:37.000Z,Tomorrow! Will helding our 2nd #CeritaAjaDulu on http://discord.gg/kaburajadulu!  21:00 Stay Tuned!,"Tomorrow, !, Will, helding, our, 2nd, #, CeritaAjaDulu, on, http, :, //discord.gg/kaburajadulu, !, 21:00, Stay, Tuned, !","Tomorrow, !, Will, helding, our, 2nd, #, CeritaAjaDulu, on, http, :, //discord.gg/kaburajadulu, !, 21:00, Stay, Tuned, !",tomorrow will helding our 2nd ceritaajadulu on http discord gg kaburajadulu 21 00 stay tuned,"tomorrow,will,helding,our,2nd,ceritaajadulu,on,http,discord,gg,kaburajadulu,21,00,stay,tuned",1
KADSocialHub,2025-02-25T08:39:54.000Z,Hows life teman²,"Hows, life, teman²","Hows, life, teman²",hows life teman,"hows,life,teman",1
KADSocialHub,2025-02-20T04:00:00.000Z,"Raffi Ahmad tentang #KaburAjaDulu: ""Dengan hashtag adanya tadinya kabur aja ini kita harus membuat hashtag ini menjadi vibesnya positif, di mana kita nanti akan menyuarakan hashtag yang lebih baik, yaitu Pergi Migran Pulang Juragan. Nah, itu kan vibes-nya lebih positif”","Raffi, Ahmad, tentang, #, KaburAjaDulu, :, ``, Dengan, hashtag, adanya, tadinya, kabur, aja, ini, kita, harus, membuat, hashtag, ini, menjadi, vibesnya, positif, ,, di, mana, kita, nanti, akan, menyuarakan, hashtag, yang, lebih, baik, ,, yaitu, Pergi, Migran, Pulang, Juragan, ., Nah, ,, itu, kan, vibes-nya, lebih, positif, ”","Raffi, Ahmad, #, KaburAjaDulu, :, ``, hashtag, kabur, aja, hashtag, vibesnya, positif, ,, menyuarakan, hashtag, ,, Pergi, Migran, Pulang, Juragan, ., ,, vibes-nya, positif, ”",raffi ahmad tentang kaburajadulu dengan hashtag ada tadi kabur aja ini kita harus buat hashtag ini jadi vibesnya positif di mana kita nanti akan suara hashtag yang lebih baik yaitu pergi migran pulang juragan nah itu kan vibes-nya lebih positif,"raffi,ahmad,tentang,kaburajadulu,dengan,hashtag,ada,tadi,kabur,aja,ini,kita,harus,buat,hashtag,ini,jadi,vibesnya,positif,di,mana,kita,nanti,akan,suara,hashtag,yang,lebih,baik,yaitu,pergi,migran,pulang,juragan,nah,itu,kan,vibes-nya,lebih,positif",0
KADSocialHub,2025-02-20T00:07:07.000Z,Kata Laa Tahzan ada dalam Al-Qur'an QS. At Taubah ayat 40. Sangat tdk pantas dipakai utk judul film dengan poster berilustrasikan perselingkuhan. Mohon pihak2 yg punya otoritas utk mengingatkan hal ini.,"Kata, Laa, Tahzan, ada, dalam, Al-Qur'an, QS, ., At, Taubah, ayat, 40, ., Sangat, tdk, pantas, dipakai, utk, judul, film, dengan, poster, berilustrasikan, perselingkuhan, ., Mohon, pihak2, yg, punya, otoritas, utk, mengingatkan, hal, ini, .","Laa, Tahzan, Al-Qur'an, QS, ., At, Taubah, ayat, 40, ., tdk, dipakai, utk, judul, film, poster, berilustrasikan, perselingkuhan, ., Mohon, pihak2, yg, otoritas, utk, .",kata laa tahzan ada dalam al-qur an qs at taubah ayat 40 sangat tdk pantas pakai utk judul film dengan poster ilustrasi selingkuh mohon pihak2 yg punya otoritas utk ingat hal ini,"kata,laa,tahzan,ada,dalam,al-qur,an,qs,at,taubah,ayat,40,sangat,tdk,pantas,pakai,utk,judul,film,dengan,poster,ilustrasi,selingkuh,mohon,pihak2,yg,punya,otoritas,utk,ingat,hal,ini",0
KADSocialHub,2025-02-20T03:35:21.000Z,"#KaburAjaDulu dibilang gak nasionalis, giliran gerak di dalam negeri dengan demo #IndonesiaGelap malah dibilang cuma cari eksistensi dan gak substansial membela rakyat miskin.  Emang yah jadi kelas menengah ngehe di konoha tuh serba salah","#, KaburAjaDulu, dibilang, gak, nasionalis, ,, giliran, gerak, di, dalam, negeri, dengan, demo, #, IndonesiaGelap, malah, dibilang, cuma, cari, eksistensi, dan, gak, substansial, membela, rakyat, miskin, ., Emang, yah, jadi, kelas, menengah, ngehe, di, konoha, tuh, serba, salah","#, KaburAjaDulu, dibilang, gak, nasionalis, ,, giliran, gerak, negeri, demo, #, IndonesiaGelap, dibilang, cari, eksistensi, gak, substansial, membela, rakyat, miskin, ., Emang, yah, kelas, menengah, ngehe, konoha, tuh, serba, salah",kaburajadulu bilang gak nasionalis gilir gerak di dalam negeri dengan demo indonesiagelap malah bilang cuma cari eksistensi dan gak substansial bela rakyat miskin emang yah jadi kelas tengah ngehe di konoha tuh serba salah,"kaburajadulu,bilang,gak,nasionalis,gilir,gerak,di,dalam,negeri,dengan,demo,indonesiagelap,malah,bilang,cuma,cari,eksistensi,dan,gak,substansial,bela,rakyat,miskin,emang,yah,jadi,kelas,tengah,ngehe,di,konoha,tuh,serba,salah",0
KADSocialHub,2025-02-19T16:18:48.000Z,"Not so fun fact:   Salah satu orang yang berada di tim si Ibu Menteri adalah ""orang Indonesia pertama yang beri pidato pada wisuda di Columbia University"" ","Not, so, fun, fact, :, Salah, satu, orang, yang, berada, di, tim, si, Ibu, Menteri, adalah, ``, orang, Indonesia, pertama, yang, beri, pidato, pada, wisuda, di, Columbia, University, ''","Not, so, fun, fact, :, Salah, orang, tim, si, Menteri, ``, orang, Indonesia, pidato, wisuda, Columbia, University, ''",not so fun fact salah satu orang yang ada di tim si ibu menteri adalah orang indonesia pertama yang beri pidato pada wisuda di columbia university,"not,so,fun,fact,salah,satu,orang,yang,ada,di,tim,si,ibu,menteri,adalah,orang,indonesia,pertama,yang,beri,pidato,pada,wisuda,di,columbia,university",0
KADSocialHub,2025-02-20T04:46:54.000Z,"Calling All Fandom!  Yang fandomnya mau buka donasi dan bingung cara distribusinya gimana, langsung DM kita!  Saatnya bersatu!","Calling, All, Fandom, !, Yang, fandomnya, mau, buka, donasi, dan, bingung, cara, distribusinya, gimana, ,, langsung, DM, kita, !, Saatnya, bersatu, !","Calling, All, Fandom, !, fandomnya, buka, donasi, bingung, distribusinya, gimana, ,, langsung, DM, !, bersatu, !",calling all fandom yang fandomnya mau buka donasi dan bingung cara distribusi gimana langsung dm kita saat satu,"calling,all,fandom,yang,fandomnya,mau,buka,donasi,dan,bingung,cara,distribusi,gimana,langsung,dm,kita,saat,satu",0
KADSocialHub,2025-02-19T14:18:11.000Z,Thankyou yang udah meramaikan #BELANTIK pada malam hari ini! Semangat #KaburAjaDulu untuk para Pejuang Devisa!,"Thankyou, yang, udah, meramaikan, #, BELANTIK, pada, malam, hari, ini, !, Semangat, #, KaburAjaDulu, untuk, para, Pejuang, Devisa, !","Thankyou, udah, meramaikan, #, BELANTIK, malam, !, Semangat, #, KaburAjaDulu, Pejuang, Devisa, !",thankyou yang udah ramai belantik pada malam hari ini semangat kaburajadulu untuk para juang devisa,"thankyou,yang,udah,ramai,belantik,pada,malam,hari,ini,semangat,kaburajadulu,untuk,para,juang,devisa",0
KADSocialHub,2025-02-18T10:03:07.000Z,‘Dark Indonesia’ protests erupt nationwide with students taking to streets,"‘, Dark, Indonesia, ’, protests, erupt, nationwide, with, students, taking, to, streets","‘, Dark, Indonesia, ’, protests, erupt, nationwide, with, students, taking, to, streets",dark indonesia protests erupt nationwide with students taking to streets,"dark,indonesia,protests,erupt,nationwide,with,students,taking,to,streets",1
KADSocialHub,2025-02-18T12:27:06.000Z,Live on #KaburAjaDulu Discord Stage!  https://discord.gg/vf9MgPGR?event=1341352542768201728…,"Live, on, #, KaburAjaDulu, Discord, Stage, !, https, :, //discord.gg/vf9MgPGR, ?, event=1341352542768201728…","Live, on, #, KaburAjaDulu, Discord, Stage, !, https, :, //discord.gg/vf9MgPGR, ?, event=1341352542768201728…",live on kaburajadulu discord stage https discord gg vf9mgpgr event 1341352542768201728,"live,on,kaburajadulu,discord,stage,https,discord,gg,vf9mgpgr,event,1341352542768201728",1
KADSocialHub,2025-02-18T06:32:08.000Z,Mengenang Kaori dulu all,"Mengenang, Kaori, dulu, all","Mengenang, Kaori, all",kenang kaori dulu all,"kenang,kaori,dulu,all",1
KADSocialHub,2025-02-18T06:40:14.000Z,huhu mbak cicak,"huhu, mbak, cicak","huhu, mbak, cicak",huhu mbak cicak,"huhu,mbak,cicak",0
KADSocialHub,2025-02-17T06:05:40.000Z,"Insight from Japanese recruiter about #KaburAjaDulu,  Please understand I am not meaning any political ideology at all from this series of tweets.  Following the thread","Insight, from, Japanese, recruiter, about, #, KaburAjaDulu, ,, Please, understand, I, am, not, meaning, any, political, ideology, at, all, from, this, series, of, tweets, ., Following, the, thread","Insight, from, Japanese, recruiter, about, #, KaburAjaDulu, ,, Please, understand, I, am, not, meaning, any, political, ideology, at, all, from, this, series, of, tweets, ., Following, the, thread",insight from japanese recruiter about kaburajadulu please understand i am not meaning any political ideology at all from this series of tweets following the thread,"insight,from,japanese,recruiter,about,kaburajadulu,please,understand,i,am,not,meaning,any,political,ideology,at,all,from,this,series,of,tweets,following,the,thread",1
KADSocialHub,2025-02-18T04:39:41.000Z,"Selamat pagi, masyarakat.","Selamat, pagi, ,, masyarakat, .","Selamat, pagi, ,, masyarakat, .",selamat pagi masyarakat,"selamat,pagi,masyarakat",1
KADSocialHub,2025-02-17T15:25:18.000Z,#IndonesiaGelap,"#, IndonesiaGelap","#, IndonesiaGelap",indonesiagelap,indonesiagelap,1
KADSocialHub,2025-02-17T11:35:20.000Z,"Jokowi bilang gaada yang berani kritik Prabowo karena terlalu hebat, yakin? Lihat amarah rakyat hari ini. Mahasiswa, pekerja, warga sipil semua turun melampiaskan amarah kami  Bukan hanya kami berani untuk mengkritik. Kami berani untuk mengadili siapapun kekuasaan yang memimpin","Jokowi, bilang, gaada, yang, berani, kritik, Prabowo, karena, terlalu, hebat, ,, yakin, ?, Lihat, amarah, rakyat, hari, ini, ., Mahasiswa, ,, pekerja, ,, warga, sipil, semua, turun, melampiaskan, amarah, kami, Bukan, hanya, kami, berani, untuk, mengkritik, ., Kami, berani, untuk, mengadili, siapapun, kekuasaan, yang, memimpin","Jokowi, bilang, gaada, berani, kritik, Prabowo, hebat, ,, ?, Lihat, amarah, rakyat, ., Mahasiswa, ,, pekerja, ,, warga, sipil, turun, melampiaskan, amarah, berani, mengkritik, ., berani, mengadili, kekuasaan, memimpin",jokowi bilang gaada yang berani kritik prabowo karena terlalu hebat yakin lihat amarah rakyat hari ini mahasiswa kerja warga sipil semua turun lampias amarah kami bukan hanya kami berani untuk kritik kami berani untuk adil siapa kuasa yang pimpin,"jokowi,bilang,gaada,yang,berani,kritik,prabowo,karena,terlalu,hebat,yakin,lihat,amarah,rakyat,hari,ini,mahasiswa,kerja,warga,sipil,semua,turun,lampias,amarah,kami,bukan,hanya,kami,berani,untuk,kritik,kami,berani,untuk,adil,siapa,kuasa,yang,pimpin",0
KADSocialHub,2025-02-17T12:08:19.000Z,Astaghfirullah....,"Astaghfirullah, ....","Astaghfirullah, ....",astaghfirullah,astaghfirullah,0
KADSocialHub,2025-02-17T11:27:02.000Z,"Gaada kata terlambat untuk belajar, semangat bareng2 kita kak!","Gaada, kata, terlambat, untuk, belajar, ,, semangat, bareng2, kita, kak, !","Gaada, terlambat, belajar, ,, semangat, bareng2, kak, !",gaada kata lambat untuk ajar semangat bareng2 kita kak,"gaada,kata,lambat,untuk,ajar,semangat,bareng2,kita,kak",0
